0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1,65,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,60,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,72,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,58,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,61,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,69,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,71,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,69,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,74,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,75,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,79,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,75,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,67,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,62,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,54,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,66,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,62,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,65,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,68,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,74,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,60,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,64,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,69,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,71,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,59,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,66,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,64,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,65,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,78,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,62,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,65,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,69,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,60,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,69,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,68,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,62,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,69,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,70,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,66,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,67,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,59,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,74,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,71,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,63,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,64,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,65,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,63,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,52,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,20,1,1,1,1,1,1,1,1,-1.0,0.125,1.0,0.698,1.0,-1,1.0,
1,18,1,1,1,1,1,1,1,1,-1.0,-1.0,1.0,0.863,1.0,-1,1.0,
1,27,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,54,1,1,1,1,2,1,-1,1,-1.0,0.0,1.0,0.731,1.0,-1,1.0,
1,23,1,1,1,1,1,1,1,1,-1.0,0.0,1.0,0.384,1.0,-1,1.0,
1,27,1,1,1,1,1,1,1,1,-1.0,0.0,1.0,0.75,1.0,-1,1.0,
1,30,1,1,1,1,1,1,1,1,-1.0,0.103,1.0,0.858,1.0,-1,1.0,
1,32,1,1,1,1,2,1,1,1,-1.0,0.039,1.0,0.818,1.0,-1,1.0,
1,40,1,1,1,1,2,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,29,1,1,1,1,1,1,1,1,-1.0,0.274,1.0,0.734,1.0,-1,1.0,
1,31,-1,1,1,1,2,1,1,1,1.0,0.902,-1.0,1.0,0.865,1,-1.0,1.0
1,23,1,1,1,1,1,1,1,1,-1.0,0.02,1.0,0.779,1.0,-1,1.0,
1,26,1,1,1,1,1,1,1,1,-1.0,0.0,1.0,0.51,1.0,-1,1.0,
1,28,1,1,1,1,2,1,1,1,-1.0,0.145,1.0,0.802,1.0,-1,1.0,
1,29,1,1,1,1,2,1,1,1,-1.0,0.217,1.0,0.716,1.0,-1,1.0,
1,106,1,1,1,1,2,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,29,1,1,1,1,1,1,1,1,-1.0,0.152,1.0,0.797,1.0,-1,1.0,
1,27,1,1,1,1,1,1,1,1,-1.0,0.005,1.0,0.86,1.0,-1,1.0,
1,18,1,1,1,1,1,1,1,1,-1.0,0.041,1.0,0.832,1.0,-1,1.0,
1,18,1,1,1,1,1,1,1,1,-1.0,0.059,1.0,0.846,1.0,-1,1.0,
1,18,1,1,1,1,1,1,1,1,-1.0,0.0,1.0,0.782,1.0,-1,1.0,
1,21,1,1,1,1,2,1,1,1,-1.0,0.095,1.0,0.783,1.0,-1,1.0,
1,21,1,1,1,1,2,1,1,1,-1.0,0.048,1.0,0.838,1.0,-1,1.0,
1,19,1,1,1,1,1,1,1,1,-1.0,0.011,1.0,0.813,1.0,-1,1.0,
1,22,1,1,1,1,2,1,1,1,-1.0,0.131,1.0,0.834,1.0,-1,1.0,
1,22,1,1,1,1,2,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,22,1,1,1,1,2,1,1,1,-1.0,0.176,1.0,0.833,1.0,-1,1.0,
1,22,1,1,1,1,2,1,1,1,-1.0,0.04,1.0,0.804,1.0,-1,1.0,
1,18,1,1,1,1,1,1,1,1,-1.0,0.034,1.0,0.778,1.0,-1,1.0,
1,18,1,1,1,1,1,1,1,1,-1.0,0.014,1.0,0.848,1.0,-1,1.0,
1,18,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,18,1,1,1,1,1,1,1,1,-1.0,0.032,1.0,0.81,1.0,-1,1.0,
1,18,1,1,1,1,1,1,1,1,-1.0,0.055,1.0,0.815,1.0,-1,1.0,
1,22,1,1,1,1,1,1,1,1,-1.0,0.027,1.0,0.772,1.0,-1,1.0,
1,24,1,1,1,1,1,1,1,1,-1.0,0.179,1.0,0.819,1.0,-1,1.0,
1,23,1,1,1,1,2,1,1,1,0.0,0.0,1.0,0.743,1.0,-1,1.0,
1,23,1,1,1,1,1,1,1,1,-1.0,0.012,1.0,0.776,1.0,-1,1.0,
1,25,-1,1,1,1,2,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,24,1,1,1,1,1,1,1,1,-1.0,0.057,1.0,0.805,1.0,-1,1.0,
1,18,1,1,1,1,1,1,1,1,-1.0,0.0,1.0,0.807,1.0,-1,1.0,
1,28,1,1,1,1,2,1,1,1,-1.0,0.175,1.0,0.859,1.0,-1,1.0,
1,27,1,1,1,1,1,1,1,1,-1.0,0.071,1.0,0.494,1.0,-1,1.0,
1,26,1,1,1,1,1,1,1,1,-1.0,0.043,1.0,0.824,1.0,-1,1.0,
1,25,1,1,1,1,1,1,-1,1,1.0,0.92,-1.0,0.0,1.0,-1,1.0,
1,28,1,1,1,1,2,1,1,1,-1.0,0.0,1.0,0.767,1.0,-1,1.0,
1,22,1,1,1,1,1,1,1,1,-1.0,0.0,1.0,0.483,1.0,-1,1.0,
1,24,1,1,1,1,1,1,1,1,-1.0,0.05,1.0,0.723,1.0,-1,1.0,
1,24,-1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,74,1,1,1,1,1,1,1,1,-1.0,0.188,1.0,0.637,1.0,-1,1.0,
1,20,1,1,1,1,1,1,1,1,-1.0,0.056,1.0,0.855,1.0,-1,1.0,
1,89,1,1,1,1,2,1,1,1,-1.0,0.056,1.0,0.748,1.0,-1,1.0,
1,97,1,1,1,1,2,1,1,1,-1.0,0.055,1.0,0.761,1.0,-1,1.0,
1,20,1,1,1,1,2,1,1,1,-1.0,0.441,1.0,0.871,1.0,-1,1.0,
1,33,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,24,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,27,1,1,1,1,1,1,1,1,-1.0,0.038,1.0,0.553,1.0,-1,1.0,
1,25,1,1,1,1,1,1,1,1,-1.0,0.145,1.0,0.477,1.0,-1,1.0,
1,24,-1,1,1,1,1,1,1,1,1.0,0.719,0.011,1.0,0.531,1,-1.0,1.0
1,31,1,1,1,1,1,1,1,1,-1.0,0.005,1.0,0.41,1.0,-1,1.0,
1,20,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,22,1,1,1,1,1,1,1,1,-1.0,0.025,1.0,0.609,1.0,-1,1.0,
1,18,1,1,1,1,1,1,1,1,1.0,0.855,-1.0,1.0,0.841,1,-1.0,1.0
1,19,1,1,1,1,1,1,1,1,1.0,0.853,0.222,1.0,0.877,1,-1.0,1.0
1,30,1,1,1,1,1,1,1,1,-1.0,0.051,1.0,0.457,1.0,-1,1.0,
1,30,1,1,1,1,1,1,1,1,-1.0,0.026,1.0,0.414,1.0,-1,1.0,
1,27,1,1,1,1,1,1,1,1,-1.0,0.0,1.0,0.817,1.0,-1,1.0,
1,26,1,1,1,1,1,1,1,1,-1.0,0.073,1.0,0.494,1.0,-1,1.0,
1,20,1,1,1,1,1,1,1,1,-1.0,0.38,1.0,0.812,1.0,-1,1.0,
1,20,1,1,1,1,1,1,1,1,-1.0,0.04,1.0,0.761,1.0,-1,1.0,
1,23,1,1,1,1,1,1,1,1,-1.0,0.003,1.0,0.822,1.0,-1,1.0,
1,24,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,79,1,1,1,1,2,1,1,1,-1.0,0.0,1.0,0.722,1.0,-1,1.0,
1,31,1,1,1,1,1,1,1,1,-1.0,0.034,1.0,0.809,1.0,-1,1.0,
1,21,1,1,1,1,1,1,1,1,-1.0,0.047,1.0,0.565,1.0,-1,1.0,
1,27,1,1,1,1,1,1,1,1,-1.0,0.054,1.0,0.59,1.0,-1,1.0,
1,27,1,1,1,1,1,1,1,1,-1.0,-1.0,1.0,0.863,1.0,-1,1.0,
1,26,1,1,1,1,1,1,1,1,-1.0,-1.0,1.0,0.863,1.0,-1,1.0,
1,16,1,1,1,1,1,1,1,1,-1.0,0.015,1.0,0.819,1.0,-1,1.0,
1,68,1,1,1,1,1,1,1,1,1.0,0.612,0.007,1.0,0.509,1,-1.0,1.0
1,23,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,18,1,1,1,1,1,1,1,1,-1.0,0.019,1.0,0.868,1.0,-1,1.0,
1,21,1,1,1,1,2,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,23,-1,1,1,1,1,1,1,1,1.0,0.741,0.139,1.0,0.608,1,-1.0,1.0
1,17,1,1,1,1,1,1,1,1,-1.0,-1.0,1.0,0.841,1.0,-1,1.0,
1,22,1,1,1,1,1,1,1,1,-1.0,0.163,1.0,0.646,1.0,-1,1.0,
1,19,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,22,1,1,1,1,1,1,1,1,-1.0,0.025,1.0,0.695,1.0,-1,1.0,
1,26,1,1,1,1,1,1,1,1,-1.0,0.083,1.0,0.866,1.0,-1,1.0,
1,22,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,19,1,1,1,1,1,1,1,1,-1.0,0.0,1.0,0.799,1.0,-1,1.0,
1,49,1,1,1,1,1,1,1,1,-1.0,0.0,1.0,0.823,1.0,-1,1.0,
1,63,1,1,1,1,1,1,1,1,-1.0,0.0,1.0,0.798,1.0,-1,1.0,
1,21,1,1,1,1,1,1,1,1,-1.0,0.054,1.0,0.876,1.0,-1,1.0,
1,22,1,1,1,1,1,1,1,1,-1.0,0.0,1.0,0.843,1.0,-1,1.0,
1,76,1,1,1,1,2,1,1,1,-1.0,0.016,1.0,0.743,1.0,-1,1.0,
1,18,1,1,1,1,1,1,1,1,-1.0,0.058,1.0,0.747,1.0,-1,1.0,
1,20,1,1,1,1,1,1,1,1,-1.0,0.01,1.0,0.873,1.0,-1,1.0,
1,27,1,1,1,1,1,1,1,1,-1.0,0.067,1.0,0.735,1.0,-1,1.0,
1,19,1,1,1,1,1,1,1,1,-1.0,0.01,1.0,0.636,1.0,-1,1.0,
1,29,1,1,1,1,1,1,1,1,-1.0,0.017,1.0,0.511,1.0,-1,1.0,
1,24,1,1,1,1,1,1,1,1,-1.0,0.0,1.0,0.797,1.0,-1,1.0,
1,53,1,1,1,1,2,1,1,1,-1.0,0.033,1.0,0.566,1.0,-1,1.0,
1,17,1,1,1,1,1,1,1,1,-1.0,0.0,1.0,0.912,1.0,-1,1.0,
1,20,1,1,1,1,1,1,1,1,-1.0,0.156,1.0,0.702,1.0,-1,1.0,
1,21,1,1,1,1,1,1,1,1,-1.0,-1.0,1.0,0.774,1.0,-1,1.0,
1,51,1,1,1,1,2,1,1,1,-1.0,-1.0,1.0,0.736,1.0,-1,1.0,
1,63,1,1,1,1,2,1,1,1,-1.0,-1.0,1.0,0.77,1.0,-1,1.0,
1,20,1,1,1,1,1,1,1,1,-1.0,0.057,1.0,0.749,1.0,-1,1.0,
1,21,-1,1,1,1,1,1,1,1,-1.0,0.0,1.0,0.846,1.0,-1,1.0,
1,18,1,1,1,1,1,1,1,1,-1.0,0.0,1.0,0.87,1.0,-1,1.0,
1,24,1,1,1,1,1,1,1,1,-1.0,0.088,1.0,0.558,1.0,-1,1.0,
1,20,1,1,1,1,1,1,1,1,-1.0,0.0,1.0,0.925,-1.0,-1,1.0,
1,38,1,1,1,1,1,1,1,1,-1.0,0.255,1.0,0.892,-1.0,-1,1.0,
1,36,1,1,1,1,1,1,1,1,-1.0,0.624,1.0,0.944,-1.0,-1,1.0,
1,45,1,1,1,1,1,1,1,1,-1.0,0.075,1.0,0.879,-1.0,-1,1.0,
1,36,1,1,1,1,1,1,1,1,-1.0,0.458,1.0,0.92,-1.0,-1,1.0,
1,20,1,1,1,1,1,1,1,1,1.0,0.866,0.0,1.0,0.728,1,-1.0,1.0
1,19,1,1,1,1,1,1,1,1,-1.0,-1.0,1.0,0.863,1.0,-1,1.0,
1,22,1,1,1,1,1,1,1,1,-1.0,0.003,1.0,0.569,1.0,-1,1.0,
1,22,1,1,1,1,1,1,1,1,-1.0,0.008,1.0,0.793,1.0,-1,1.0,
1,23,1,1,1,1,1,1,1,1,-1.0,0.0,1.0,0.69,1.0,-1,1.0,
1,23,1,1,1,1,1,1,-1,1,-1.0,-1.0,0.0,1.0,-1.0,1,,
1,20,1,1,1,1,1,1,1,1,-1.0,0.005,1.0,0.615,1.0,-1,1.0,
1,19,1,1,1,1,1,1,1,1,-1.0,0.0,1.0,0.805,-1.0,-1,1.0,
1,17,1,1,1,1,1,1,1,1,-1.0,0.0,1.0,0.738,-1.0,-1,1.0,
1,28,1,1,1,1,1,1,1,1,-1.0,0.0,1.0,0.837,1.0,-1,1.0,
1,19,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,36,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,29,1,1,1,1,1,1,1,1,-1.0,0.034,1.0,0.629,1.0,-1,1.0,
1,21,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,31,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,16,1,1,1,1,1,1,1,1,-1.0,0.009,1.0,0.82,1.0,-1,1.0,
1,29,1,1,1,1,1,1,1,1,-1.0,0.026,1.0,0.513,1.0,-1,1.0,
1,23,1,1,1,1,1,1,1,1,-1.0,0.004,1.0,0.842,1.0,-1,1.0,
1,21,1,1,1,1,1,1,1,1,-1.0,0.04,1.0,0.806,1.0,-1,1.0,
1,87,-1,1,1,1,2,1,1,1,-1.0,0.071,1.0,0.72,1.0,-1,1.0,
1,21,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,22,1,1,1,1,1,1,1,1,-1.0,0.0,1.0,0.527,1.0,-1,1.0,
1,19,1,1,1,1,1,1,1,1,-1.0,-1.0,1.0,0.882,1.0,-1,1.0,
1,21,1,1,1,1,1,1,1,1,-1.0,0.068,1.0,0.841,1.0,-1,1.0,
1,21,1,1,1,1,1,1,1,1,-1.0,0.003,1.0,0.881,1.0,-1,1.0,
1,17,1,1,1,1,1,1,1,1,-1.0,0.03,1.0,0.873,1.0,-1,1.0,
1,23,1,1,1,1,1,1,-1,1,0.0,0.0,1.0,0.41,1.0,-1,1.0,
1,20,1,1,1,1,1,1,1,1,-1.0,0.062,1.0,0.724,1.0,-1,1.0,
1,28,1,1,1,1,2,1,1,1,-1.0,0.156,1.0,0.77,1.0,-1,1.0,
1,23,1,1,1,1,1,1,1,1,-1.0,0.0,1.0,0.742,1.0,-1,1.0,
1,21,1,1,1,1,1,1,-1,1,-1.0,0.0,1.0,0.566,1.0,-1,1.0,
1,25,1,1,1,1,1,1,1,1,-1.0,0.077,1.0,0.609,1.0,-1,1.0,
1,20,1,1,1,1,1,1,1,1,-1.0,0.0,1.0,0.722,1.0,-1,1.0,
1,20,1,1,1,1,1,1,1,1,-1.0,0.023,1.0,0.884,1.0,-1,1.0,
1,21,1,1,1,1,1,1,1,1,-1.0,0.023,1.0,0.893,1.0,-1,1.0,
1,21,1,1,1,1,2,1,1,1,1.0,0.843,0.0,1.0,0.69,1,-1.0,1.0
1,24,1,1,1,1,1,1,1,1,-1.0,0.063,1.0,0.831,-1.0,-1,1.0,
1,26,1,1,1,1,1,1,1,1,-1.0,0.013,1.0,0.473,-1.0,-1,1.0,
1,22,1,1,1,1,1,1,1,1,1.0,0.796,0.0,1.0,0.862,1,-1.0,1.0
1,81,1,1,1,1,1,1,1,1,-1.0,0.05,1.0,0.598,1.0,-1,1.0,
1,18,1,1,1,1,1,1,1,1,-1.0,0.071,1.0,0.387,1.0,-1,1.0,
1,20,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,23,1,1,1,1,1,1,1,1,-1.0,0.0,1.0,0.834,1.0,-1,1.0,
1,27,1,1,1,1,1,1,1,1,-1.0,0.007,1.0,0.849,1.0,-1,1.0,
1,21,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,21,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,21,1,1,1,1,1,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,24,1,1,1,1,2,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,24,1,1,1,1,2,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,63,1,1,1,1,3,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,75,1,1,1,1,3,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,60,1,1,1,1,3,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,57,1,1,1,1,3,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,58,1,1,1,1,3,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,66,1,1,1,1,3,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,67,1,1,1,1,3,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,63,1,1,1,1,3,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,64,1,1,1,1,3,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,61,1,1,1,1,3,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,64,1,1,1,1,3,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,66,1,1,1,1,3,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,61,1,1,1,1,3,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,62,1,1,1,1,3,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,60,1,1,1,1,3,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,70,1,1,1,1,3,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,62,1,1,1,1,3,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,69,1,1,1,1,3,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,66,1,1,1,1,3,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,59,1,1,1,1,3,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,62,1,1,1,1,3,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,48,1,1,1,1,3,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,64,1,1,1,1,3,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
1,56,1,1,1,1,3,1,-1,1,0.0,-1.0,0.0,1.0,-1.0,1,,
